"","C1","C2","C3","C4","C5","C6","M1","M4","S1","S2","S3","H1","H2","H3","H4","H5","M2","M3"
"P07988",-6.89043074856356,-6.98217872291276,NA,-8.10197567094923,-9.46423982473612,-10.6874720832789,NA,NA,-9.26195007703608,NA,-8.00378664386223,NA,NA,NA,NA,NA,-10.3921640669412,-7.24792751344359
"P23142-4",-7.07278021051479,-6.44226723492312,-5.96481374088756,-6.60205009769061,-6.50989763285452,-7.20651596962478,-6.80535935149328,-6.06558110113866,-6.7883861147786,-6.15627076908623,-7.20438024789745,-6.06500309627281,NA,-6.93133345149226,-6.7608726683753,-6.6801501854631,-6.39216406694116,-6.44057259138599
"P02743",-6.10474198631095,-5.3535139039145,-6.86256669250979,-7.22110183302945,-7.55765076430288,-6.28383988367147,-6.18551016423523,-6.62170925104257,-6.58551920567549,-5.93770900729913,-6.72981109143078,-6.98254093608084,-8.48035745749184,-6.93133345149226,-7.34583516909646,-6.26511268618426,-5.48527347133264,-5.44057259138598
"Q04756",-7.53091639996877,-6.54972199122118,-10.3238824021864,-10.263101493887,-10.4642398247361,-7.91010260596912,-9.22063228942806,-8.8158323435005,-8.46899923960177,-8.88222764093346,-8.46105233332563,-8.15246593752315,-9.48035745749184,-8.0187962927426,-7.69375847251676,-7.6801501854631,-7.39216406694116,-6.92599941855622
"Q9NZP8",-7.21028373426473,-6.8220586742739,-7.86633733833948,-9.22110183302945,-8.00439712330907,-7.27894085333423,-7.21184447868203,-7.62170925104256,-6.42333693860555,-7.43498523506406,-8.25714239010998,-7.83053784263579,NA,-9.43383379202145,-9.56822759043291,-6.6801501854631,-6.93273244830386,-7.44057259138598
"O00391",-7.53350842257665,-6.48649034057646,-7.62503883901653,-8.51701317022808,-8.46423982473612,-7.86100452388549,-9.15763590273081,-7.89213420017955,-7.48990151157378,-8.18981011574666,-7.36660426948019,-9.15246593752315,-10.4803574574918,-11.0187962927426,-8.8312619962667,-7.94318459129689,-8.39216406694116,-8.66296501272243
"O95445",-6.53221182915209,-6.69237395100296,-7.41285004939584,-7.17026535751131,-6.50989763285452,-6.53907642899813,-6.3345382049156,-6.70451473545239,-6.09271250504069,-5.978964921079,-8.11551119277042,-7.15246593752315,-8.15842936260448,-7.43383379202145,-7.34583516909646,-5.74155073012724,-6.93273244830386,-6.24792751344359
"P02747",-7.13644251008285,-6.76762233891997,-7.61548829129507,-8.10197567094923,NA,-7.2887556065863,-8.63339509571626,-7.37650557144241,-8.74289097347015,-7.8855581273699,NA,-10.1524659375231,NA,-8.69686819785524,-9.15319009115406,-6.94318459129689,-7.22223906549885,-7.24792751344359
"P00915",-8.52445664475478,-7.76670118354261,-5.54516455666297,-7.47367316817125,-7.65688490267852,-7.38646818012273,-7.26697284842912,-5.11880247358084,-7.26199164876766,-6.50886117151457,-7.30976401338056,-8.56750343680199,-9.48035745749184,-11.0187962927426,-8.8312619962667,-8.26511268618425,-6.22223906549884,-7.92599941855622
"P06276",-7.82938145724192,-7.45263335164543,-9.33428911604279,-9.6224068294281,-8.46423982473612,-8.27894085333423,-7.91535315702405,-10.0540851945897,-8.2006553673375,-9.07031265201028,-9.53430288245463,-9.15246593752315,NA,NA,-10.1531900911541,-8.68015018546309,-7.58480914488355,-7.92599941855622
"P02775",-6.07325156421718,-6.09473388565734,-6.36901726168792,-5.45693253863916,-5.8492531160672,-5.50636729519813,-6.00699968158948,-6.11408675437891,-5.96097054278263,-6.56159792035904,-5.36381962288137,-5.56750343680199,-5.77991773935075,-5.43383379202145,-6.02390707420909,-5.31091637579738,-5.93273244830386,-5.78849589480629
"Q9UK55",-6.8325698767435,-6.7918744206148,-9.73202356386473,-9.26310149388705,NA,-9.47999448230938,-8.92783174605791,-9.6114053310609,-7.6537409978614,-7.99181597978139,-8.21638476389574,-8.15246593752315,NA,-8.69686819785524,-8.34583516909645,-8.68015018546309,-7.58480914488355,-7.92599941855622
"P11226",-8.20821160553799,-8.84212206386857,-9.74584936318239,-10.180290355268,-9.87777059276481,-10.6874720832789,-9.46206173940031,-8.79236391413278,-10.2480766748457,-9.90544969712789,-9.88404752080084,-8.56750343680199,NA,NA,-9.15319009115406,-10.2651126861843,-8.39216406694116,-9.24792751344359
"P01591",-6.28537610636898,-6.42757749341232,-7.00195430729903,-6.65323353677381,-7.29431482329381,-6.51583628171342,-6.41240263016725,-5.91412821882584,-5.83299862364808,-5.96756060088561,-6.39020906632129,-6.45202621938205,-7.67300253543424,-6.43383379202145,-6.45275037301296,-5.94318459129689,-6.22223906549884,-6.24792751344359
"P05062",-7.72782226330109,-7.18403421324651,NA,-7.29462074889163,-10.4642398247361,-11.380229126763,-10.3337942763799,NA,-9.27595818659315,-7.48535015128912,NA,NA,NA,NA,NA,NA,-10.3921640669412,NA
"O75636",-7.36459268893493,-7.25490327037307,-8.74584936318239,-9.6224068294281,-7.87927732401496,-8.0802359783359,-7.25496117241639,-9.53152071007396,-7.88629577809324,-9.07031265201028,-8.29908502007968,-8.56750343680199,-8.15842936260448,-8.43383379202145,NA,-8.68015018546309,-6.93273244830386,-7.07800251200127
"P04406",-8.36113527767399,-7.79467976013703,-10.3238824021864,-6.13345952894305,NA,NA,NA,-9.69597393456906,-8.690995685872,-7.44112677636364,-7.2468445282302,-8.56750343680199,-7.67300253543424,NA,-8.34583516909645,-10.2651126861843,-8.39216406694116,-9.24792751344359
"P18065",-7.71452589761859,-6.66023900795991,-9.00610798907544,-9.26310149388705,NA,-7.63273902498161,-10.1963386606802,-10.531520710074,-9.27595818659315,NA,NA,NA,NA,NA,NA,NA,NA,-10.2479275134436
"O00187",-7.53350842257665,-7.36850633058001,-8.51949317488385,-8.38447852815498,-9.46423982473612,-11.380229126763,-8.07389230271685,-10.6114053310609,-8.13333302797051,-8.89379194587911,-8.11551119277042,-8.15246593752315,-9.48035745749184,-11.0187962927426,-11.1531900911541,NA,-8.39216406694116,-8.66296501272243
"P06310",-7.28264817734918,-7.58823120174669,-8.75980894256376,NA,NA,-6.74912108242105,-7.78538918073456,-7.89213420017955,-7.92614857995838,-7.53447836529694,NA,-7.56750343680199,NA,NA,NA,-7.45775776412665,-7.80720156622,-7.66296501272243
"P0DJI8",-7.19995272478883,-3.22002911516163,-2.791828497103,-2.39630311259415,-2.72630644581895,-2.37429847172831,-5.84335792866688,-5.80992934897042,-3.86687618308297,-3.71242982353624,-3.47721032265556,-7.83053784263579,NA,-9.43383379202145,-9.56822759043291,-6.35822209057573,-3.54667401599678,-3.60407132366886
"P02675",-8.06807512414198,-7.67664951340121,-8.74584936318239,NA,-10.4642398247361,-7.6579579816345,-10.1386670367408,NA,-8.3541968983597,-9.87075529610068,-8.76170951814774,NA,NA,NA,-11.1531900911541,NA,-8.80720156622,-7.24792751344359
"A0A0C4DH38",-6.77540558725658,-6.87215345426938,-9.33428911604279,-7.69907513219138,-8.14231172984876,-7.14644944345342,-8.45437708886959,NA,-8.319531501311,-10.0703126520103,-7.22444628980946,-7.83053784263579,-10.4803574574918,-9.0187962927426,-9.15319009115406,-9.26511268618425,-6.48527347133264,-6.44057259138599
"P01703",-7.83097478617447,-7.18342509783329,-8.00195430729903,-9.56874779420255,-7.29431482329381,NA,-7.27392298453718,-7.2151818821001,-7.00128577802416,-7.11717988567562,NA,NA,NA,-10.0187962927426,NA,-6.6801501854631,-7.39216406694116,-6.92599941855622
"A0A087WW87",-7.28373873006059,-7.65381884225754,-8.32907637568155,-8.56874779420255,-8.00521940605625,-6.87791793345529,-7.75217719127274,-7.71000099989675,-7.74613726646708,-7.88799820634292,NA,-7.56750343680199,NA,NA,NA,-6.94318459129689,-7.58480914488355,-7.66296501272243
"P61626",-7.71452589761859,-6.887136106171,-10.3447714432849,NA,NA,-10.2986375878956,NA,-10.6959739345691,NA,-9.87075529610068,NA,NA,NA,NA,-11.1531900911541,-9.26511268618425,-8.0702359720538,-7.66296501272243
"Q13790",-7.0737230719694,-6.58495424670507,NA,-9.26310149388705,-10.4642398247361,NA,-10.1963386606802,-10.531520710074,-9.27595818659315,-10.0703126520103,-8.48505830117329,-9.15246593752315,NA,-11.0187962927426,-11.1531900911541,-8.26511268618425,-7.58480914488355,-6.92599941855622
"P18428",-7.44292048460885,-5.81308128394557,-7.6282364565634,-7.74297630609006,-7.87927732401496,-7.22141449846581,-8.54600968674208,-9.33962127520487,-7.99137155226364,-7.93173655894006,-7.40272892972967,-8.56750343680199,NA,-8.69686819785524,-7.98326508971175,NA,-5.63727656477769,-5.60407132366886
"A0A0B4J1X8",-7.0063976998338,-6.62168914535959,-8.52544291670122,-10.180290355268,-9.46423982473612,-9.1375537574504,-8.77817664852086,-9.57091017178417,-8.83791485163446,-9.3492935731036,NA,NA,NA,-11.0187962927426,NA,-7.6801501854631,-6.69172434880006,-6.66296501272243
"P02786",-8.72337651151749,-8.61209862635249,-10.3032915055202,-8.5953278545468,-10.4642398247361,-10.6874720832789,-9.09727559644139,-8.79236391413278,-8.28258997861755,-7.46863062056838,-8.82158215187623,NA,NA,NA,NA,-8.68015018546309,-9.39216406694115,-9.24792751344359
"P10720",-6.24760737602235,NA,-7.49593658346261,NA,NA,-6.76198287982851,-8.33379427637991,-7.69597393456906,NA,NA,NA,NA,-8.89539495677069,NA,NA,NA,NA,NA
"P05121",-7.62463019322878,-8.12412131182919,NA,NA,NA,NA,-10.1576359027308,-10.531520710074,-9.20511574039969,-9.3492935731036,NA,NA,NA,NA,NA,NA,-10.3921640669412,-9.24792751344359
"P01768",-6.77847679691864,-7.12781012754609,-9.00610798907544,-10.180290355268,-8.46423982473612,-11.380229126763,NA,-8.69597393456906,-6.41336887858968,-8.02599849422153,NA,-8.56750343680199,NA,NA,-11.1531900911541,NA,NA,-5.85561009066482
"Q6Q788",-8.19995272478883,-9.29773512898841,NA,NA,NA,-10.2214144984658,NA,NA,-9.27595818659315,NA,-8.3466720188689,NA,NA,NA,NA,NA,NA,NA
"P55056",-6.77694037483875,-7.46121729679784,-9.00610798907544,-8.90747642418385,-8.87927732401496,-6.30562876989388,-8.92437360912559,-7.6114053310609,-7.24962533129251,-7.38741055783343,-7.643530173817,-8.15246593752315,-9.48035745749184,-8.69686819785524,-8.15319009115406,-6.80568106754696,-7.80720156622,-6.54748779530249
"P08637",-7.72485690709448,-7.27381449768707,-8.00195430729903,-7.27877504605372,-7.14231172984876,-6.51583628171342,-7.26521082721115,-7.51911893351299,-7.22117002956488,-7.39972369065872,-7.5494081087719,-8.56750343680199,-8.15842936260448,-8.211441370685,-7.98326508971175,NA,-7.22223906549885,-7.92599941855622
"P04180",-8.72337651151749,-8.37730553255976,-10.3032915055202,-10.180290355268,-9.46423982473612,NA,-8.64233393943528,-10.531520710074,-9.67234826968105,-8.48535015128912,-10.4374392876578,-10.1524659375231,NA,NA,NA,-10.2651126861843,-8.39216406694116,-7.92599941855622
"A0A0C4DH72",-6.40500392139332,-6.30975114687506,-6.98136341063285,-8.10197567094923,-7.14231172984876,-7.99266281931783,-7.01189253072332,-6.20959261518659,-7.93915939908086,-6.3836167852542,-7.61676271504524,-6.98254093608084,NA,-7.84887129130029,-7.45275037301297,NA,-6.07023597205379,-5.85561009066482
"P02745",-6.88877042250362,-7.0998105231871,-6.6282364565634,-7.03744432870694,-6.94087451490593,-7.32159268400177,-5.6211760248989,-6.67051823749256,-6.00284560194496,-6.08812035393279,-9.48505830117329,-7.83053784263579,NA,-8.43383379202145,-8.5682275904329,-7.09518768474194,-7.39216406694116,-6.92599941855622
"Q9Y6R7",-8.21028373426472,-6.67122908288251,-6.51356786933813,-8.5953278545468,-7.29381240467794,-7.97670949300827,-7.02170160202015,-7.89213420017955,-8.62533718696913,-7.61988318769229,-8.13437060949306,NA,-7.48035745749184,-9.0187962927426,-9.56822759043291,-9.26511268618425,-7.0702359720538,-8.66296501272243
"P07359",-8.53221182915208,-8.61209862635249,-8.5076668001597,-9.10197567094923,-10.4642398247361,-7.22524202886325,-8.94070928442011,NA,-8.83791485163446,-8.98552750511569,-10.5343028824546,-10.1524659375231,-9.48035745749184,-10.0187962927426,-10.1531900911541,-8.68015018546309,NA,-10.2479275134436
"P55058",-7.72633882331329,-7.61209862635249,-7.6218482930611,-8.16030954099824,-8.46423982473612,-9.68747208327893,-7.63133109169413,-8.69597393456906,-6.82305961331587,-7.0596346161064,-7.46105233332563,-7.56750343680199,-10.4803574574918,-8.211441370685,-6.8312619962667,NA,-8.39216406694116,NA
"O75015",-7.71452589761859,NA,-8.16088686246123,-7.40784553949902,-7.65688490267852,-6.40928750707604,-7.94150194809574,-7.88861901251145,-7.75115541921733,-8.69547688200914,-8.29908502007968,NA,-8.15842936260448,-8.0187962927426,-7.8312619962667,NA,-8.39216406694116,NA
"P04075",-9.20821160553799,-9.41879937230835,NA,-6.6564705128793,NA,-8.63645199774466,NA,NA,NA,-9.69547688200914,NA,NA,NA,NA,-10.1531900911541,NA,-10.3921640669412,NA
"P22352",-7.62186933725309,-7.94455253447287,-9.00610798907544,-8.20055178773453,-9.46423982473612,NA,-7.63797518490677,-7.88861901251145,-7.23023296575569,-7.21604728193629,-8.48505830117329,-7.83053784263579,-10.4803574574918,-9.0187962927426,-8.15319009115406,-8.26511268618425,-6.80720156622,-8.24792751344358
"P01833",-7.45024844394877,-7.18281060310725,-8.997812550117,NA,NA,-8.96093065094254,-9.96681441326058,NA,-8.94281274404437,-8.96708630926621,-9.13437060949306,NA,NA,-9.0187962927426,NA,-10.2651126861843,-8.0702359720538,-7.66296501272243
"P02741",-7.62324910481684,-6.39722603141065,-5.71044282367587,-7.34489089672138,-6.60641478820996,-6.63459431688313,-8.51842995418483,-8.30599901832223,-6.83584753511406,-7.16507683945766,-6.66667746621726,NA,NA,-9.0187962927426,NA,NA,-5.86860211088414,-5.72436555738657
"A0A0B4J1Y9",-7.82938145724192,-6.9645626461315,-8.00195430729903,NA,-8.46423982473612,NA,-7.72990339091259,-8.53152071007396,-7.43399211009172,-7.86826280254731,NA,NA,NA,NA,NA,NA,-7.22223906549885,NA
"P06331",-7.3634392976398,-7.24521901426997,NA,-7.4985433552185,-7.46423982473612,-8.22141449846581,-8.13326192424334,-8.59101567322446,-7.68603106149805,-9.37337553504191,-8.00378664386223,-8.15246593752315,-7.48035745749184,-7.55936467410531,-8.8312619962667,-8.26511268618425,-8.39216406694116,-7.44057259138598
"P01762",-6.67530379370646,-6.82013538765218,NA,-10.263101493887,-10.4642398247361,-9.10250958255777,-9.07701684891351,NA,-7.93168194184037,NA,NA,NA,NA,NA,NA,NA,-6.80720156622,-6.66296501272243
"P05109",-8.35653824717907,-7.19924563738955,-9.32388240218639,-9.26310149388705,-10.4642398247361,-9.68747208327893,NA,NA,-9.93915939908086,-8.87075529610069,NA,NA,NA,NA,NA,-10.2651126861843,-10.3921640669412,NA
"P01880",-9.20821160553799,-10.0213718531142,NA,NA,NA,-9.22141449846581,-8.73783275387625,NA,-9.27595818659315,NA,-10.4374392876578,-7.15246593752315,NA,-8.69686819785524,NA,-5.56467296804316,-8.39216406694116,NA
"Q9BXR6",-8.06995531771859,-7.3306217838538,-9.34477144328492,-8.67813899316589,-9.46423982473612,-9.47999448230938,-9.70154306032904,-9.9993201582395,NA,-9.69547688200914,-8.3466720188689,NA,-10.4803574574918,NA,-9.56822759043291,-9.26511268618425,-7.58480914488355,-7.66296501272243
"P02654",-6.62739634272977,-6.73764182193727,-6.07486379931558,-6.26270889909141,-6.21631231129253,-5.56744801971672,-6.02630112949235,-5.33869534728329,-5.84705683033788,-5.7220331416231,-7.20438024789745,-6.69303431888585,-5.77991773935075,-5.55936467410531,-6.56822759043291,-5.35822209057574,-6.69172434880006,-6.92599941855622
"P08294",-7.72633882331329,NA,-9.32388240218639,NA,NA,NA,-10.1963386606802,-8.45063572869549,-9.44380894082395,-9.69547688200914,-8.11551119277042,-7.83053784263579,NA,NA,-10.1531900911541,-6.94318459129689,NA,-7.24792751344359
"Q9UGM5",-7.8325698767435,-7.7923430318386,-10.3238824021864,NA,-8.87927732401496,-10.2214144984658,-10.1386670367408,-9.1110114338479,-9.27595818659315,-9.69547688200914,-8.43743928765779,-8.56750343680199,NA,-10.0187962927426,-9.56822759043291,-9.26511268618425,-6.93273244830386,-7.44057259138598
"A0A0B4J1V2",-7.35998464606511,-7.40438136071282,-8.32388240218639,-9.26310149388705,-9.46423982473612,-8.27894085333423,-7.85194583102722,-8.1745506377654,-7.3609486339816,-7.43076747635465,-7.26751428621547,-10.1524659375231,-8.48035745749184,-9.0187962927426,-8.34583516909645,-7.6801501854631,-7.80720156622,-6.54748779530249
"P0DTE1",-8.07183796485709,-7.816541166707,-7.73891990146524,NA,NA,NA,-10.0770168489135,-8.1745506377654,-8.16225848870438,-8.59873647381698,NA,NA,NA,NA,NA,-8.68015018546309,-8.0702359720538,-7.44057259138598
"P61769",-6.94897837874582,-5.65530592542314,-6.99988194241446,-8.67813899316589,-10.4642398247361,-7.15806638742202,-8.36439611437765,-7.89213420017955,-9.13758974227149,-8.48166006497816,-9.13437060949306,-10.1524659375231,NA,NA,-10.1531900911541,-10.2651126861843,-8.39216406694116,-7.07800251200127
"Q9HDC9",-8.93691831895504,-9.9471495048938,-8.73891990146523,NA,NA,-9.33885663355731,NA,-9.69597393456906,-9.56978081722973,NA,-10.3466720188689,NA,NA,NA,-10.1531900911541,-9.26511268618425,-10.3921640669412,NA
"P32119",-7.35195581823388,-8.56874591760624,-7.15395740074408,-7.33885015635219,-10.4642398247361,-9.79526662604183,-9.78466278616672,-6.99553421642796,-8.93915939908086,-7.78045582087059,-8.23661965115508,-8.56750343680199,NA,NA,NA,NA,-6.69172434880006,-9.24792751344359
"P08709",-8.95070950379069,-8.14625456200107,-9.31355021866197,NA,NA,-8.96093065094254,-9.01387249980899,-8.79236391413278,-9.38455711947697,-8.48535015128912,-8.643530173817,-10.1524659375231,-8.48035745749184,-9.43383379202145,-10.1531900911541,-8.68015018546309,-9.39216406694115,-9.24792751344359
"Q16610",-8.53480618233702,-8.9962043969983,-7.61548829129507,-8.87454857802268,NA,-8.10250958255777,-8.05497143392978,-6.75625945402236,-7.40699615867134,-8.18270009206351,-8.11551119277042,-8.15246593752315,-8.48035745749184,-7.84887129130029,-8.15319009115406,-6.09518768474194,-9.39216406694115,-9.24792751344359
"P43251",-7.44535900435895,-7.59970539602204,-8.00610798907544,-7.85836226038059,NA,-8.74036282164009,-7.75300007794579,-7.51911893351299,-7.06276033308634,-7.39387268032115,-6.43743928765779,-7.15246593752315,-8.15842936260448,-7.69686819785524,-7.06572724990372,-6.94318459129689,-7.58480914488355,-8.66296501272243
"Q92820",-8.07561064549261,-8.5666820570462,NA,-8.67813899316589,NA,NA,-8.00725385222251,-9.02644283033975,-9.67234826968105,-9.87075529610068,-9.88404752080084,NA,NA,NA,NA,-10.2651126861843,-8.39216406694116,-8.66296501272243
"P01764",-7.07278021051479,NA,NA,NA,NA,NA,NA,NA,-7.44072175278814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0B4J1V0",-7.44413922926952,-6.81535449033066,NA,-8.90747642418385,NA,-7.92079750812569,NA,NA,-6.95403009170579,NA,-8.85247678693663,-7.56750343680199,NA,-7.84887129130029,NA,-7.94318459129689,-7.0702359720538,-6.34103691783506
"A0A087WSY4",-9.52703707700515,-9.25233403322214,-10.3447714432849,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.48035745749184,NA,NA,NA,NA,NA
"P01817",-8.21235884345092,NA,-9.00610798907544,NA,-6.87965425283249,NA,-8.40041156557061,-7.4598495995542,-7.15792847274899,-8.28033109774223,-6.62340816408778,-10.1524659375231,NA,-11.0187962927426,NA,-8.26511268618425,NA,-7.92599941855622
"A2NJV5",-7.36113527767399,-7.93781650090936,NA,-7.78004757606187,NA,NA,NA,-7.51911893351299,-7.89879570575992,-7.43558097328198,-7.63008436560018,-7.15246593752315,-7.02092583885455,-7.0187962927426,-7.98326508971175,-7.94318459129689,-7.39216406694116,-7.24792751344359
"A0A087WSZ0",-9.5218808196762,-9.52277900163051,-9.73202356386473,NA,NA,NA,NA,-10.6114053310609,NA,NA,NA,-10.1524659375231,NA,NA,NA,NA,-8.80720156622,-9.24792751344359
"A0A0B4J2D9",-7.53221182915209,-8.05481512246659,NA,-6.52680883298837,-8.29381240467794,-7.71367508717448,NA,-7.09859696521846,NA,NA,NA,NA,NA,NA,NA,NA,-7.0702359720538,-7.07800251200127
"P15144",-9.20821160553799,-9.03292352165788,-9.33428911604279,NA,-9.46423982473612,-9.47999448230938,NA,-10.6114053310609,-10.2207238006473,NA,NA,NA,NA,NA,NA,-10.2651126861843,-7.80720156622,NA
"P01780",-6.77617277695283,-6.34917955534532,-8.74584936318239,-8.01933532326356,-8.14231172984876,-7.23751385687763,-8.14703825227569,-8.43238266487005,-7.68603106149805,-8.32219178113046,-8.3913419422568,-7.34511101546555,-7.67300253543424,-10.0187962927426,-9.56822759043291,-7.45775776412665,-6.58480914488356,-6.44057259138599
"A0A075B6S5",-7.14038820933183,-7.2977351289884,-8.73891990146523,-8.40784553949902,-7.76345225968776,NA,-6.89609941088691,-7.15946016614135,-7.13828769851801,-7.19645041810924,-7.61676271504524,-7.34511101546555,NA,-7.84887129130029,-7.45275037301297,-6.45775776412665,-6.93273244830386,-7.07800251200127
"P02144",-9.20821160553799,-9.02906267920901,-8.997812550117,-7.94117339899968,NA,-8.96093065094254,NA,NA,-9.93915939908086,NA,NA,NA,NA,NA,NA,NA,-9.39216406694115,NA
"A0A0C4DH25",-6.13742792367276,-6.65424468316522,-7.32388240218639,-6.01517398044346,NA,-7.6797894086219,-6.05992381765205,-6.44148032961859,-6.56223316277304,NA,-5.88884265573484,-6.98254093608084,NA,-8.69686819785524,-8.15319009115406,-6.45775776412665,-6.69172434880006,-6.24792751344359
"P40197",-8.36805840577246,-8.59474061109895,-8.71832900479906,-9.56874779420255,-8.87927732401496,-9.79526662604183,-8.77817664852086,-9.57091017178417,-8.55262724155033,-8.61502138575018,-8.6986027188393,-9.15246593752315,-8.48035745749184,-8.69686819785524,-8.8312619962667,-9.26511268618425,-8.80720156622,-9.24792751344359
"P01619",-5.88669769837012,-5.99105593921961,-7.32388240218639,-6.35316357432745,-6.76380010659503,-7.43247357943222,-6.05130059028211,-6.15197371242361,-6.04371143068309,-6.02465547795343,-5.82847659507985,-6.83053784263579,-8.48035745749184,-8.69686819785524,-7.8312619962667,-6.17764984493391,-6.48527347133264,-5.92599941855623
"P01599",-7.28701534311747,-7.20488875159396,-8.14706106314358,NA,NA,NA,-7.96681441326058,-7.1110114338479,-7.07508672915269,NA,NA,-7.15246593752315,NA,NA,NA,-6.45775776412665,-7.22223906549885,-7.07800251200127
"P01593",-7.94724932843093,-8.52821830091802,-8.32388240218639,-7.02836141267578,-7.76345225968776,-6.29368813622175,-8.00823593866202,-8.45063572869549,-8.22643630084685,-8.28794024467165,-7.98654958105718,-7.83053784263579,-9.48035745749184,-9.0187962927426,-9.15319009115406,-7.6801501854631,-7.80720156622,-7.44057259138598
"P11150",-8.72633882331329,NA,NA,-10.263101493887,NA,NA,-10.1963386606802,-10.6959739345691,-9.27595818659315,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P10124",-8.94724932843093,-8.72877961389126,NA,-10.1019756709492,NA,NA,-10.1963386606802,-9.53152071007396,-9.24807667484574,NA,NA,NA,NA,NA,NA,-8.68015018546309,-8.39216406694116,-8.24792751344358
"P17936",-7.94897837874582,-8.69678155375849,-8.32907637568155,-7.71356092785252,-8.14231172984876,-7.15540032091894,-7.001474299606,-8.01281775693629,-7.56902611576919,-7.66808596774277,-7.5494081087719,-6.83053784263579,-6.89539495677069,-7.43383379202145,-7.24629949554554,-6.94318459129689,-7.58480914488355,-8.66296501272243
"Q16778",-7.93691831895504,NA,-7.71832900479906,-4.69560876727068,-6.65656189919773,-7.7994229955872,-9.61586006921886,-8.15946016614135,-8.3541968983597,-6.69547688200914,-6.02210928859904,-5.90453842407956,-6.39289461624151,-7.0187962927426,-6.29520909602648,-6.35822209057573,NA,NA
"P11021",-8.53740520927173,-8.3246322290731,NA,-5.50774870591058,-9.14321652451052,-9.05830103187563,-9.96681441326058,-8.94655820935281,-9.27595818659315,-10.0703126520103,NA,NA,NA,NA,NA,NA,-9.39216406694115,-10.2479275134436
"Q13093",-8.53221182915208,-9.35491961433521,NA,NA,NA,-10.2214144984658,-9.38788012799958,-10.6959739345691,-9.74289097347015,-8.68016250325363,NA,NA,NA,NA,NA,NA,NA,NA
"P07195",-8.72042026982831,-7.53915881110803,-9.73202356386473,-6.02593301793596,-10.4642398247361,-8.96093065094254,-9.96681441326058,NA,-7.95403009170579,-9.69547688200914,-8.76170951814774,-9.15246593752315,-10.4803574574918,-10.0187962927426,-9.56822759043291,-10.2651126861843,-9.39216406694115,-10.2479275134436
"O14786",-9.94379743214046,-10.1241213118292,-10.3032915055202,-10.1019756709492,-9.46423982473612,-9.47999448230938,NA,NA,-9.93915939908086,NA,-9.06036852858528,NA,NA,-11.0187962927426,NA,NA,NA,NA
"P22891",-7.72782226330109,-7.64316753276611,-7.73891990146524,-8.07435886928253,-6.50989763285452,-7.05489124445897,-7.30183398940475,-7.9172977728769,-6.67133773924597,-6.7361297943219,-7.44919750075833,-7.15246593752315,-7.89539495677069,-8.0187962927426,-7.45275037301297,-7.94318459129689,-8.39216406694116,-7.24792751344359
"P01721",-9.20821160553799,-7.92149468607764,-8.51356786933813,-8.51701317022808,-9.46423982473612,-9.99266281931783,-8.58692579675763,-9.02644283033975,-10.2759581865932,-8.89379194587911,-9.53430288245463,-10.1524659375231,NA,NA,NA,-7.6801501854631,-9.39216406694115,-10.2479275134436
"P07477",-7.28483010775922,-8.51029252336984,-6.67919690920087,-7.46139702222437,-7.65688490267852,-5.79449717524501,-7.14230742449582,-6.52394248981056,-7.1468431424019,-7.13915900311748,-5.92204680260676,-5.10807181816469,-5.89539495677069,-5.84887129130029,-5.29520909602648,-7.26511268618425,-7.80720156622,-8.24792751344358
"P69891",-7.93691831895504,NA,NA,NA,-10.4642398247361,NA,NA,-8.1110114338479,NA,-7.69547688200914,-10.5343028824546,NA,NA,NA,NA,NA,-6.58480914488356,NA
"P01602",-7.36228682770977,-7.9289648527424,-10.3447714432849,-10.180290355268,-8.45972434361362,-8.05830103187563,-7.56559965905733,-8.83968885728185,-7.88988175898072,-8.32219178113046,-8.23661965115508,-7.34511101546555,-7.89539495677069,-7.84887129130029,-7.45275037301297,-7.6801501854631,-7.22223906549885,-7.66296501272243
"P01825",-7.72782226330109,-7.78884502058484,NA,-8.10197567094923,NA,NA,NA,NA,-7.89879570575992,NA,NA,NA,NA,NA,NA,NA,-8.80720156622,NA
"A0A0B4J1X5",-6.67458839859466,-6.38597865848381,-7.86633733833948,-8.01933532326356,-8.46876948321663,-9.10250958255777,-7.2630252557233,-7.43238266487005,-7.05521624645226,-7.04203903795461,-8.43743928765779,-7.83053784263579,NA,NA,NA,-7.26511268618425,-6.58480914488356,-5.60407132366886
"P01601",-7.8325698767435,-8.53915881110803,-10.3032915055202,NA,NA,NA,-8.19633866068024,NA,NA,NA,NA,NA,NA,NA,NA,-7.45775776412665,NA,-7.44057259138598
"P05452",-7.62601260502022,-7.54833980322512,-8.15626352516435,-8.33885015635219,-9.46423982473612,-8.40770031859668,-7.41240263016725,-6.35056665432932,-7.70615328097324,-7.43076747635465,-6.97800766902049,-6.98254093608084,-7.02092583885455,-7.0187962927426,-6.90526257771047,-6.6801501854631,-7.22223906549885,-7.07800251200127
"P15085",-9.53221182915209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
