"","set1_126","set1_127N","set1_127C","set1_128N","set1_128C","set1_129N","set1_129C","set1_130N","set1_130C","set1_131N","set1_131C","set1_132N","set1_132C","set1_133N","set1_133C","set1_134N","set2_126","set2_127N","set2_127C","set2_128N","set2_128C","set2_129N","set2_129C","set2_130N","set2_130C","set2_131N","set2_131C","set2_132N","set2_132C","set2_133N","set2_133C","set2_134N","set3_126","set3_127N","set3_128N","set3_129N","set3_129C","set3_130N","set3_131N","set3_132N","set3_133N","set3_134N"
"P02730",6.39059890555246,6.0746766862945,6.17592374206376,6.38024459047818,6.16188768237689,6.90809234081827,6.55458885167764,6.02236781302845,7.53605290024021,7.01234519041983,7.13031314554346,6.15177765473205,6.47897180503294,7.27519333390221,5.66959375118833,6.92362461136832,6.66533591718518,6.64673869830785,6.60584986719498,6.55458885167764,6.5668151540109,6.33449676839042,6.52356195605701,6.61470984411521,6.91528186586766,7.01569380710515,6.76420813013995,6.85424505422013,6.32732808262995,6.66959375118833,6.50303064564116,6.55765515472542,6.40429006444484,6.74819284958946,6.467605550083,5.99548451887751,6.29278174922785,6.47248777146274,7.03452387533439,6.85299758761332,6.45779126025604,6.5713734359732
"P61769",6.2667865406949,6.34872815423108,6.53294028837287,6.55765515472542,6.33985000288462,6.62789861587175,6.06177619758669,6.05528243550119,7.37764435839991,7.26397335480341,6.38715571766298,6.19967234483636,7.10643207781693,6.71011763204345,7.01903466936434,6.52669484554198,6.66249036391378,6.55765515472542,6.94485844580754,6.73063995591679,6.43796008833447,6.39917109381982,6.68650052718322,6.5909612413426,6.52669484554198,6.36106648879432,7.15987133677839,6.60733031374961,6.59245703726808,6.46270675067016,6.66533591718518,6.69348695749933,7.05202456048283,7.19179950106508,7.16490692667569,7.47897180503294,7.04001567884788,6.96578428466209,6.88630626345243,6.82908844400489,7.34163000932991,7.00898878322726
"P61224",6.2460279805281,6.65391987311942,6.02901108665907,5.86294724802092,6.63226821549951,6.16992500144231,6.45779126025604,6.63807383718072,5.8073549220576,5.56071495447448,6.93310047493137,7.2364926183813,6.49024921062709,6.28540221886225,8.12825215227739,6.87405920314115,5.74953426766926,6.11894107272351,5.92362461136832,5.76553474636298,6.91049283228871,6.51412226017071,6.27426166125705,6.28725064325462,6.25171909260596,5.29645740737124,6.74146698640115,6.52356195605701,7.61323695471633,7.58571370877816,6.8814199080924,7.44294349584873,7.456149034648,6.72109918870718,6.58345891013077,6.56071495447448,6.97498811199193,7.77478705960117,6.71699089440494,6.49505552836802,6.2460279805281,6.18586654531133
"P07988",5.98185265328974,6.33449676839042,6.3110671022556,6.70043971814109,6.06177619758669,6.15177765473205,7.01234519041983,6.01346225980656,7.02014657311178,7.4446008137115,7.30833903013941,6.38370429247405,6.27798474729977,6.69348695749933,5.877744249949,7.27798474729977,6.29645740737124,6.60139939053183,6.8923910259134,6.51569983828404,6.6409679104499,6.4093909361377,6.66106547980695,6.71973105674985,7.01010845347429,6.72383156649532,6.52356195605701,6.39574832817903,6.91288933622996,6.42122329922514,6.59245703726808,6.76686014382955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O00233",6.45121111183233,6.28909670241999,6.32553033156756,6.53449743373817,6.18189764310839,6.50937914891469,5.73335434061383,6.70321146739115,7.29645740737124,6.77346892790519,6.30012372456901,6.15177765473205,7.87897051015108,6.84924870276441,6.56985560833095,6.28725064325462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P19971",6.36632221424582,6.35755200461808,6.27052894238072,6.92481250360578,6.40258575823259,6.20554891117303,5.98641093525204,6.24031432933371,7.13134253912326,6.53449743373817,6.94485844580754,6.52199295640167,6.74011804283313,6.89360490485829,7.20847824221171,6.8814199080924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P02788",6.59544398458948,6.33806779754262,6.0639343057541,6.57591736111815,6.11894107272351,6.49185309632967,6.55765515472542,6.08958289312471,6.72519581722666,6.79960542245267,6.877744249949,6.35226417325832,6.32912359629157,8.05419729438881,6.09592441999854,6.74416109557041,6.69209237542757,6.59544398458948,6.27052894238072,6.70182625841205,6.6724253419715,6.72519581722666,6.762880292917,6.39231742277876,6.47411151394241,6.75087443965685,6.41953889151378,6.77741971551583,6.87897051015108,6.68929916053589,6.82527683005487,6.52199295640167,7.10433665981474,6.94251450533924,6.93191939010004,6.87159726561385,7.34340782229781,7.07360604057494,7.15380533607904,6.43962313755712,7.02458563827827,7.14567745519564
"Q01813",6.18784690943957,6.35226417325832,6.4110872267986,6.77478705960117,6.2364926183813,6.66106547980695,3.94485844580754,6.91408609701272,6.53605290024021,6.65105169117893,5.99095486039699,6.80864246791806,7.24031432933371,6.69348695749933,7.82845387393049,6.44294349584873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q16270",6.29278174922785,5.96347412397489,6.61176256006487,7.38284014447524,5.5909612413426,6.79441586635011,3.30742852519225,6.46923479366766,7.15177765473205,7.54148386405428,5.3110671022556,5.96809075204526,8.08640164588003,6.86666075081999,5.84549005094437,5.90448409790142,7.13545278418517,6.71287086768991,7.14567745519564,6.33806779754262,6.29829173062012,5.94016675048282,6.86666075081999,6.25361115194717,6.64961545906341,6.24031432933371,7.25077213159993,6.75355105460065,6.33985000288462,6.29462074889163,6.76818432477693,6.55612281784117,6.77873424411784,7.17192735435346,6.82527683005487,7.41447383643093,6.67807190511264,6.78267065867701,7.17092652528738,6.75888943272096,7.5022351148568,7.11997860965488
"Q99497",6.28725064325462,6.25927248703759,6.43295940727611,6.44128427192704,6.27052894238072,6.52825874275841,6.14567745519564,6.57893871309339,6.96809075204526,6.85299758761332,6.80864246791806,6.51727569320958,6.7279204545632,6.88752527074159,7.29462074889163,6.78267065867701,6.72655877910497,6.85549144310187,6.70735913208088,6.98413359454098,5.84799690655495,6.70043971814109,6.78659636189081,6.78267065867701,6.18586654531133,7.02569327368077,6.20359271420771,7.10956950937069,5.54843662469604,6.71836162613835,6.18982455888002,6.96462966672059,6.75488750216347,6.22110372536788,6.35226417325832,6.17392693199981,6.43796008833447,7.0639343057541,6.38370429247405,6.8073549220576,6.53449743373817,6.4966540825935
"Q9NTK5",6.34518344718767,6.27052894238072,6.35579154675365,6.4245862262511,6.46107011403305,6.56224242422107,6.10433665981474,6.43128865429159,6.83920378809694,6.92955431573285,6.9898202201176,6.46270675067016,6.6906964439777,6.86913111964429,7.14159627838382,6.94251450533924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NZD4",6.57591736111815,5.86789646399265,6.08533966935737,7.1405741777099,5.70043971814109,7.21819994369474,4.20945336562895,6.35402893805439,6.42794133250948,7.40429006444484,6.60880924267552,6.24982454861618,6.8923910259134,7.98071082890019,5.81506301719287,6.30560578958543,6.58044701959866,6.4110872267986,6.24412594328373,6.6409679104499,6.89965902637744,6.81378119121704,5.99322146736894,6.32012359804061,6.29278174922785,6.21529030565123,6.63517394667492,7.52120781622399,6.95303237725324,6.90448409790142,6.50303064564116,6.61470984411521,5.68650052718322,7.15886210620845,6.31831684133498,6.01122725542325,6.26865895502767,5.77082904603249,7.36369674483899,6.35049724708413,6.41953889151378,7.10956950937069
"O43707",6.33449676839042,6.40258575823259,6.4708621994137,6.56985560833095,6.27984269352035,6.50303064564116,4.72246602447109,6.91169158187234,6.05093696522523,6.28169825009883,7.05311133645956,6.83162393682075,6.97727992349992,6.58345891013077,7.78594281939225,6.67807190511264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P37802",6.20945336562895,6.57893871309339,6.25361115194717,6.30560578958543,6.656782364219,6.24031432933371,6.26115467261557,6.45779126025604,6.18586654531133,6.00898878322726,7.27705487614873,7,6.43295940727611,6.50143914515887,7.75688985507462,6.90568784852686,5.94485844580754,6.22110372536788,6.07681559705083,6.02236781302845,6.74281466986289,6.55765515472542,6.4178525148859,6.49984588708321,6.4110872267986,5.80992886572143,6.70043971814109,6.53760669149529,7.32282949762889,7.44542875923832,6.92481250360578,7.32282949762889,7.38284014447524,6.61470984411521,6.63081315229913,6.62643913669732,6.91288933622996,7.76354436429392,6.61470984411521,6.56376827845203,6.39231742277876,6.17392693199981
"P18065",6.02014657311178,6.04001567884788,6.46597446450407,7.24222139509837,5.5453506448223,5.98185265328974,6.77873424411784,6.27239650903748,6.61765111942733,7.53993424517179,6.90086680798075,6.456149034648,6.62789861587175,7.53294028837287,6.05528243550119,6.49984588708321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46107011403305,6.15785216914174,6.29829173062012,6.656782364219,6.28540221886225,6.53760669149529,6.29645740737124,6.19770815795585,6.4966540825935,6.25550073314839
"A0A075B6I1",6.27426166125705,6.83668159332712,4.17791779219584,7.54843662469604,5.93073733756289,6.47411151394241,4.95884267524324,6.49024921062709,7.29737486052832,4.44625622988956,7.32553033156756,6.39403389536778,6.41278152533848,7.78332568481352,6.37677657188298,6.90448409790142,6.60288440871842,5.93781516880342,6.83668159332712,7.59693514238723,6.36981542428391,6.73606362787181,3.77610398807316,6.98185265328974,6.18189764310839,5.88996019965864,7.28725064325462,7.76818432477693,6.19179950106508,6.38370429247405,3.40599235967584,7.03232128705788,7.85984534392145,6.877744249949,6.54070926267143,7.14771372235215,7.69278983497265,7.79246495997994,6.31469652565629,5.04001567884788,7.2336196767597,7.5453506448223
"Q6ZVM7",6.44128427192704,5.88996019965864,6.08108392868763,6.00898878322726,6.97956810009519,6.54997714277182,6.467605550083,6.35931031689044,5.99774402605963,6.00450139223494,7.26209484537018,6.73063995591679,6.42122329922514,6.20359271420771,8.08587075533461,6.80992886572143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P25789",6.35226417325832,6.44625622988956,6.44625622988956,6.36806987653208,6.24982454861618,6.50303064564116,6.18784690943957,6.50303064564116,7.10852445677817,7.41278152533848,6.49984588708321,6.49984588708321,6.62058641045188,6.81890167588564,6.71699089440494,6.96462966672059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P02763",6.32373033752135,5.92124588858559,6.73606362787181,6.05961485629722,6.76950729143624,6.47248777146274,6.46597446450407,6.1333991254172,6.57742882803575,6.86046625851717,6.52356195605701,6.35931031689044,7.28169825009883,6.90086680798075,7.3389591754152,6.73876783680019,6.65391987311942,6.62058641045188,6.77214959078454,6.55612281784117,6.36457243229586,6.30560578958543,6.52669484554198,6.38715571766298,7.0948694327187,6.90568784852686,7.43128865429159,6.76420813013995,6.21529030565123,6.1106138055009,6.51412226017071,6.44790974874208,6.71287086768991,5.95652136333312,6.29278174922785,6.37677657188298,6.60288440871842,6.52669484554198,6.02014657311178,7.69348695749933,7.29553937040683,6.25361115194717
"P54725",6.16390121381454,6.35579154675365,6.21334728173344,6.02236781302845,6.93428059364002,6.25738784269265,6.53294028837287,6.43462822763672,7.32282949762889,6.59395128394841,6.99774402605963,6.79571500650173,6.56529252058102,7.22013644739608,6.15177765473205,6.8923910259134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P16949",6.66959375118833,6.54070926267143,6.53294028837287,6.51412226017071,6.37155886261196,6.56376827845203,4.37851162325373,6.55458885167764,5.97269265400426,5.98185265328974,6.11894107272351,6.79571500650173,7.48058827023386,7.02569327368077,7.52669484554198,7.01234519041983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P06753",6.28725064325462,6.49345520092618,6.0703893278914,6.61911951145322,6.456149034648,6.40769264866568,6.00898878322726,6.65391987311942,6.2460279805281,6.23266075679027,7.33181268381921,6.80219321694183,6.54070926267143,6.60139939053183,7.70528679027247,6.72383156649532,5.56071495447448,6.02901108665907,5.84549005094437,6.04439411935845,6.72519581722666,6.58044701959866,6.18586654531133,5.99322146736894,6.25550073314839,5.55458885167764,6.79051141189419,6.66533591718518,7.56071495447448,7.86232740051799,6.76155123244448,7.32553033156756,7.16992500144231,6.35931031689044,6.35579154675365,6.34340782229781,6.51884982870769,7.62862780216015,6.74281466986289,6.59245703726808,6.39059890555246,6.21529030565123
"A0A0B4J2H0",7.03452387533439,5.31831684133498,5.59991284218713,5.98641093525204,6.992088609014,6.48220292629596,6.79701297783614,5.93073733756289,6.43128865429159,5.13750352374993,8.2635039567056,7.20554891117303,6.46923479366766,5.57288966842058,7.55151601762801,4.81762325751143,6.60733031374961,6.12101540096137,6.67525138605026,6.86294724802092,6.15177765473205,6.13750352374993,6.68088692071969,6.62643913669732,6.83035674741922,6.95768248616512,6.67383905599044,7.18388345903223,6.60733031374961,6.11270013274936,6.8972404255748,6.6409679104499,6.59245703726808,6.57742882803575,6.92955431573285,5.58496250072116,5.82527683005487,6.65391987311942,7.02569327368077,6.5668151540109,5.86294724802092,6.35226417325832
"Q9NR31",6.22689381357139,6.56833618213375,6.24982454861618,6.1333991254172,6.61765111942733,6.32732808262995,6.2364926183813,6.66817586897014,6.0639343057541,6.17392693199981,7.17492568250068,7.04220656012069,6.51254295509686,6.19574129324645,7.82845387393049,6.91647664443772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P08574",6.54689445988764,6.38715571766298,6.41278152533848,6.24031432933371,6.23266075679027,6.46597446450407,6.4870360800319,6.35049724708413,7.49105137636412,7.22013644739608,6.71561885907482,6.4245862262511,6.28540221886225,7.00450139223494,6.42794133250948,6.83920378809694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62277",6.467605550083,6.24031432933371,6.43462822763672,7.04548665635946,6.15583017155653,6.64385618977472,4.39231742277876,6.62643913669732,7.71080643369935,7.63081315229913,5.54225804976692,6.05528243550119,7.21819994369474,6.80864246791806,6.37503943134692,5.94016675048282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01743",6.1168637576909,5.86789646399265,6.34340782229781,6.92955431573285,6.4708621994137,6.4757334309664,6.73470962022584,5.87528859822269,6.40769264866568,6.62935662007961,7.95361446119936,6.38370429247405,5.98641093525204,6.70735913208088,7.18487534290828,6.60733031374961,6.96693797927846,6.24982454861618,6.43796008833447,6.93663793900257,6.85798099512757,6.20945336562895,6.24982454861618,6.79701297783614,6.71973105674985,7.01792190799726,6.58044701959866,6.78528898070402,6.90327934205614,6.16992500144231,6.38370429247405,6.58646452588639,6.09592441999854,5.56376827845203,6.14771372235215,5.7839804136838,5.73876783680019,6.30742852519225,6.63662462054365,5.49825086752783,6.656782364219,6.18586654531133
"P00492",6.38887833881199,6.35931031689044,6.16188768237689,6.4594316186373,6.4708621994137,6.61028665708102,6.28355142317431,6.41953889151378,6.43128865429159,6.85798099512757,6.92718535782637,6.5453506448223,6.5077946401987,7.27332938656167,7.08746284125034,6.97269265400426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P11171",6.38543103719352,6.56071495447448,6.16390121381454,6.43796008833447,6.08958289312471,6.56071495447448,6.41447383643093,6.51412226017071,7.65033375384593,7.17592374206376,6.97956810009519,6.22689381357139,6.29462074889163,6.85673675611911,6.0639343057541,6.86666075081999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q7L576",6.40599235967584,6.36457243229586,6.08746284125034,6.25738784269265,6.62643913669732,6.18586654531133,6.67666233485797,6.49345520092618,6.21529030565123,6.17392693199981,7.48944659862258,6.93073733756289,6.4708621994137,6.51412226017071,7.58195375084882,6.70735913208088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y287",5.92599941855622,6.03782146543497,6.95303237725324,6.97154355395077,6.22496636500027,6.53915881110803,6.02901108665907,6.05961485629722,6.60436789989375,7.3983161634002,6.27052894238072,6.25550073314839,7.09697863637054,7.17492568250068,7.00786824333334,6.56224242422107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P47756",6.17392693199981,6.58195375084882,6.35579154675365,6.47897180503294,6.32553033156756,6.36106648879432,6.38715571766298,6.53449743373817,6.32553033156756,6.71561885907482,7.04766925139131,6.80864246791806,6.32732808262995,6.68790052248075,7.56833618213375,6.8972404255748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54225804976692,5.99095486039699,6.10013667128545,5.79181407116183,6.15785216914174,6.72246602447109,6.19967234483636,6.47248777146274,6.29094040240368,6.03342300153745
"Q04917",6.40258575823259,6.4757334309664,6.25550073314839,6.52356195605701,6.3110671022556,6.64673869830785,6.00674683244058,6.56376827845203,6.76022094646651,6.3327079336406,6.95535930524299,6.59245703726808,6.65535182861255,6.50620838930675,7.67101024127845,6.83794324189103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q13201",6.68229237143083,6.37330019660839,6.1333991254172,6.23266075679027,6.5668151540109,6.31469652565629,6.23074100262691,6.64529816394863,6.23074100262691,5.99095486039699,7.15583017155653,6.91288933622996,6.4110872267986,6.41447383643093,7.86418614465428,6.83415498140132,6.14974711950468,6.71424551766612,6.37503943134692,6.28169825009883,6.75488750216347,6.57288966842058,6.46923479366766,6.28169825009883,6.6906964439777,6.6906964439777,6.92005505480697,6.29645740737124,6.92124588858559,7.01569380710515,6.77610398807316,6.99095486039699,6.96116025813664,6.19967234483636,6.62643913669732,6.43128865429159,6.53915881110803,7.18883607303053,6.69905184401685,6.85174904141606,6.46923479366766,6.39746072605472
"P19367",6.38887833881199,6.74550626586916,6.27798474729977,6.39231742277876,6.1168637576909,5.79181407116183,6.16791986555194,7.04001567884788,6.15380533607904,6.16390121381454,7.57893871309339,7.00450139223494,6.62643913669732,6.39231742277876,7.45697038112101,6.61470984411521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62873",6.27612440527424,6.48542682717024,6.18982455888002,6.30924896081662,6.62789861587175,6.24412594328373,6.39917109381982,6.67948009950545,6.56071495447448,6.20750245925879,7.2881739681123,6.92599941855622,6.42122329922514,6.41953889151378,7.58871463558226,6.76686014382955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q99685",6.29278174922785,6.51569983828404,6.16992500144231,6.47411151394241,6.35931031689044,6.68929916053589,6.33091687811462,6.40087943628218,7.72451385311995,6.92362461136832,6.83415498140132,6.35049724708413,6.77082904603249,6.83162393682075,6.48220292629596,6.28355142317431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
