"","set1_126","set1_127N","set1_127C","set1_128N","set1_128C","set1_129N","set1_129C","set1_130N","set1_130C","set1_131N","set1_131C","set1_132N","set1_132C","set1_133N","set1_133C","set1_134N","set2_126","set2_127N","set2_127C","set2_128N","set2_128C","set2_129N","set2_129C","set2_130N","set2_130C","set2_131N","set2_131C","set2_132N","set2_132C","set2_133N","set2_133C","set2_134N","set3_126","set3_127N","set3_128N","set3_129N","set3_129C","set3_130N","set3_131N","set3_132N","set3_133N","set3_134N"
"P36980",6.92599941855622,6.60733031374961,6.50143914515887,6.7292808460274,6.62497817956904,6.67525138605026,6.3019533951261,6.75888943272096,6.6409679104499,6.46270675067016,6.68650052718322,6.48058827023386,6.8814199080924,6.66533591718518,6.78135971352466,6.42961596420174,6.762880292917,6.21140163741847,7.02236781302845,6.59245703726808,6.72383156649532,6.49185309632967,6.77873424411784,6.16992500144231,6.94485844580754,6.20945336562895,7.06285565520599,6.4966540825935,6.70735913208088,6.36981542428391,7.03121873061072,6.20945336562895,7.09803208296053,6.8703647195834,6.93073733756289,6.53605290024021,6.92124588858559,6.95303237725324,6.77082904603249,7.3327079336406,6.3110671022556,6.84924870276441
"P83731",6.656782364219,6.49984588708321,6.66959375118833,6.83541884047548,6.53915881110803,6.57440430902258,6.6667565918848,6.74146698640115,7.04548665635946,6.97269265400426,6.61323695471633,6.61765111942733,6.43796008833447,6.53605290024021,6.21529030565123,6.4594316186373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00338",6.5438051759644,6.68369645430652,6.65248649491816,6.74953426766926,6.68650052718322,6.7045953476324,6.47735352663456,6.69905184401685,6.03342300153745,6.41953889151378,6.73606362787181,6.73876783680019,6.66391384211598,6.64961545906341,6.92124588858559,6.75221336786514,6.63081315229913,6.76553474636298,6.53138146051631,6.58345891013077,6.55612281784117,6.54225804976692,6.39403389536778,6.80219321694183,6.63081315229913,6.9692426044345,6.54225804976692,6.71836162613835,6.5438051759644,6.7279204545632,6.42122329922514,6.81762325751143,7.00225245173138,6.18189764310839,6.28540221886225,6.24792751344359,6.57591736111815,7.40343816300828,6.40258575823259,6.7279204545632,6.3037807481771,6.15987133677839
"P01782",6.51412226017071,6.56376827845203,5.98641093525204,7.12308675098106,6.41278152533848,6.39059890555246,7.36018867006271,6.36806987653208,6.45450493755737,6.60288440871842,7.20554891117303,6.54225804976692,6.01346225980656,7.07681559705083,5.77082904603249,6.85174904141606,6.8801957289431,6.40599235967584,6.52356195605701,6.58345891013077,6.44128427192704,6.42794133250948,7.12825215227739,6.58345891013077,6.76686014382955,6.50937914891469,6.63952159951083,6.54225804976692,6.50620838930675,6.33628338786443,7.00337736020232,6.75221336786514,6.80992886572143,6.71287086768991,5.94953493301701,5.71149490665009,7.47248777146274,6.97956810009519,6.762880292917,5.20163386116965,6.67666233485797,6.94368695159709
"Q86UD1",6.78267065867701,6.49825086752783,6.83668159332712,6.54225804976692,6.74953426766926,6.51727569320958,6.71149490665009,6.53449743373817,6.83415498140132,6.95652136333312,6.57893871309339,6.39059890555246,6.73199778664374,6.51884982870769,6.44128427192704,6.53294028837287,6.71424551766612,6.67948009950545,6.52199295640167,6.5077946401987,6.41616416473313,6.18982455888002,6.55918586578773,6.48542682717024,7.08533966935737,7.02569327368077,7.28540221886225,6.65105169117893,6.39403389536778,6.31469652565629,6.48864353985378,6.51096191927738,6.15380533607904,6.09169983413681,6.00674683244058,6.57288966842058,6.17791779219584,6.05093696522523,6.30924896081662,7.35402893805439,7.18784690943957,6.34518344718767
"Q08380",6.6724253419715,6.60584986719498,6.36632221424582,6.17392693199981,7.24126817732937,6.90809234081827,6.34340782229781,6.61765111942733,6.65963918701565,6.31288295528436,6.4178525148859,6.78267065867701,6.82781902461732,6.34518344718767,6.79311555527435,6.82145511910246,7.36544758855011,6.5668151540109,6.49505552836802,6.19770815795585,6.45450493755737,6.69209237542757,6.59842476052772,6.04875931191986,7.54689445988764,7.19574129324645,7.03232128705788,6.09169983413681,6.38370429247405,6.35579154675365,6.04875931191986,5.86542397831313,6.40087943628218,6.01569380710515,6.82017896241519,7.54303182025524,6.23840473932508,6.44790974874208,6.23266075679027,7.30833903013941,7.58120058192496,6.32012359804061
"Q13151",6.59544398458948,6.71424551766612,6.70873904135958,6.87282875953489,6.60733031374961,6.92955431573285,5.85798099512757,6.70182625841205,6.72109918870718,6.73335434061383,6.467605550083,6.68369645430652,6.66391384211598,6.60436789989375,6.62935662007961,6.55612281784117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P08493",6.61765111942733,6.42794133250948,6.79441586635011,6.99548451887751,6.44294349584873,6.4757334309664,6.92718535782637,6.40258575823259,6.97039353791468,6.32553033156756,6.63952159951083,6.60733031374961,6.78790255939143,6.82527683005487,6.41616416473313,6.36806987653208,6.65105169117893,6.90809234081827,7.29370154208074,6.3019533951261,6.33091687811462,6.28725064325462,6.92599941855622,6.30560578958543,6.18586654531133,6.58195375084882,7.51884982870769,6.45121111183233,6.27052894238072,6.39917109381982,6.60139939053183,6.42961596420174,7.05419729438881,6.43629511983936,6.64673869830785,6.96116025813664,6.98071082890019,6.79960542245267,6.44956137461324,7.92362461136832,8.08480838780436,6.62058641045188
"Q15485",7.08958289312471,6.89845023280787,6.76420813013995,6.62497817956904,6.43796008833447,6.29645740737124,6.43462822763672,6.50303064564116,5.8073549220576,6.33091687811462,6.21723071622067,6.70597790168252,7.00562454919388,6.64241277290506,6.55151601762801,7.29645740737124,6.87897051015108,6.36632221424582,6.43796008833447,6.51254295509686,7.04766925139131,6.48542682717024,6.72519581722666,6.83794324189103,6.80606622608903,6.19377174339668,6.19770815795585,6.4643415327611,7.03342300153745,6.39917109381982,6.59842476052772,6.91288933622996,6.67666233485797,6.85299758761332,7.08746284125034,7.4110872267986,6.89845023280787,6.43462822763672,6.56224242422107,6.92955431573285,7.07574653806091,6.72383156649532
"P41567",6.75087443965685,6.61323695471633,6.69348695749933,6.54689445988764,6.53915881110803,6.66959375118833,6.71424551766612,6.68509917200661,6.27239650903748,6.43295940727611,6.74819284958946,6.74416109557041,6.68229237143083,6.66249036391378,6.5713734359732,6.8703647195834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62266",6.52825874275841,6.74550626586916,6.85673675611911,7.02901108665907,6.47735352663456,6.87405920314115,5.25171909260596,6.84799690655495,6.50143914515887,6.63226821549951,6.4178525148859,6.8592241619782,6.73063995591679,6.73741636593706,6.4966540825935,6.63517394667492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P31949",6.467605550083,6.93073733756289,6.58044701959866,6.83162393682075,6.83794324189103,6.58496250072116,6.31831684133498,6.58345891013077,5.86294724802092,6.4093909361377,6.71149490665009,6.69209237542757,6.5077946401987,6.93663793900257,6.53915881110803,7.08533966935737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P28827",6.53449743373817,6.39059890555246,6.90809234081827,7.12412131182919,6.36457243229586,7.17990909001493,4.40599235967584,6.92362461136832,6.90327934205614,6.81634370528486,5.73606362787181,6.67807190511264,7.04766925139131,6.88508622529017,6.0703893278914,6.45779126025604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9NZ08",6.35402893805439,6.78790255939143,6.52356195605701,6.65105169117893,6.69488019279919,6.61911951145322,6.69905184401685,6.85549144310187,6.36632221424582,6.31469652565629,6.74011804283313,6.72109918870718,6.44956137461324,6.63952159951083,6.91169158187234,6.80348537559595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9GZL7",6.69488019279919,6.62935662007961,6.57591736111815,6.85673675611911,6.52356195605701,6.68088692071969,6.69905184401685,6.55918586578773,7.61544572530479,6.52825874275841,6.53294028837287,6.28909670241999,6.61176256006487,6.41953889151378,5.97039353791468,6.46270675067016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P61960",6.61911951145322,6.82273014794452,6.62205181945638,6.66533591718518,6.71561885907482,6.43295940727611,6.56376827845203,6.76818432477693,6.68509917200661,6.4757334309664,6.60733031374961,6.77082904603249,6.53294028837287,6.59693514238723,6.75087443965685,6.61028665708102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A087WSX0",6.0703893278914,6.35049724708413,6.85798099512757,8.25833047261242,4.81762325751143,6.24222139509837,3.27798474729977,6.93073733756289,5.59395128394841,6.65821148275179,6.12722055048807,6.83794324189103,5.67525138605026,8.02624677264819,5.03121873061072,6.84924870276441,6.2460279805281,6.05311133645956,6.12101540096137,7.37242979233409,6.67807190511264,6.90086680798075,6.10223819393074,6.44625622988956,6.33091687811462,6.55305325276641,6.95768248616512,7.30286736097287,6.82527683005487,6.62643913669732,6.39574832817903,6.51884982870769,7.60510907383293,6.76553474636298,6.62058641045188,6.28909670241999,6.78920757534734,6.83289001416474,6.70735913208088,5.79960542245267,6.76686014382955,6.5668151540109
"Q15019",6.51096191927738,6.81634370528486,6.55918586578773,6.50303064564116,6.4594316186373,6.81890167588564,6.70043971814109,6.81762325751143,6.37851162325373,6.23840473932508,6.82908844400489,6.84046323386954,6.30742852519225,6.58345891013077,7.02125762056052,6.66249036391378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P12109",6.75087443965685,6.45121111183233,6.54843662469604,7.00225245173138,6.51727569320958,6.51727569320958,6.75755668893945,6.62058641045188,6.84423498775875,6.83289001416474,6.80348537559595,6.30924896081662,6.63226821549951,6.77741971551583,6.53138146051631,6.16791986555194,7.10013667128545,6.64529816394863,6.99095486039699,6.74011804283313,6.69209237542757,6.39403389536778,7.01792190799726,6.60733031374961,6.68650052718322,6.20554891117303,6.57440430902258,6.38715571766298,6.38370429247405,6.62643913669732,6.70043971814109,6.16992500144231,6.81506301719287,6.8972404255748,6.32012359804061,6.54070926267143,6.52356195605701,6.49185309632967,6.58195375084882,6.4757334309664,6.77082904603249,6.64961545906341
"P18077",6.42122329922514,6.60733031374961,6.82654848729092,7.22110372536788,6.4110872267986,6.98754825895374,4.4262647547021,6.99435343685886,6.13134253912326,6.6906964439777,5.81506301719287,6.70182625841205,7.12205144771389,6.9413411054853,6.67383905599044,6.56833618213375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P52597",6.30742852519225,6.83035674741922,6.74416109557041,6.91169158187234,6.69348695749933,6.62351574149055,6.19574129324645,6.79441586635011,6.3110671022556,6.67101024127845,6.68929916053589,6.64529816394863,6.66106547980695,6.66817586897014,6.47897180503294,6.86046625851717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P02790",6.70597790168252,6.53605290024021,6.75355105460065,6.71699089440494,6.59693514238723,6.62058641045188,6.83668159332712,6.45779126025604,6.50462039240355,6.44625622988956,6.75221336786514,6.59395128394841,6.86046625851717,6.77741971551583,6.35402893805439,6.67525138605026,6.5438051759644,6.69627208392586,6.56985560833095,6.60880924267552,6.61765111942733,6.51254295509686,6.74281466986289,6.58496250072116,6.59395128394841,6.79181407116183,6.85174904141606,6.80348537559595,6.54225804976692,6.52199295640167,6.63807383718072,6.62497817956904,6.59245703726808,6.46597446450407,6.68088692071969,6.7279204545632,6.74685018309805,6.57440430902258,6.46107011403305,6.76686014382955,6.48864353985378,6.59842476052772
"P40926",6.53915881110803,6.67525138605026,6.61176256006487,6.8972404255748,6.58195375084882,6.6667565918848,6.51254295509686,6.73876783680019,6.36806987653208,6.39231742277876,6.71287086768991,6.63517394667492,6.68229237143083,6.65248649491816,6.94016675048282,6.57440430902258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49736",6.4966540825935,6.66959375118833,6.82654848729092,7.04875931191986,6.72383156649532,6.29829173062012,6.63952159951083,6.43128865429159,6.71836162613835,6.49505552836802,6.70043971814109,6.59693514238723,6.51096191927738,6.63952159951083,6.71287086768991,6.63952159951083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P54136",6.63807383718072,6.70735913208088,6.61470984411521,7.01234519041983,6.56529252058102,6.62058641045188,6.37503943134692,6.65821148275179,6.83162393682075,6.4870360800319,6.73741636593706,6.56376827845203,6.83794324189103,6.67948009950545,6.2460279805281,6.55458885167764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P22891",5.95652136333312,7.04111153536915,7.25266543245025,5.70321146739115,7.09275714091985,5.25171909260596,6.91528186586766,6.84423498775875,5.53294028837287,6.94368695159709,6.6409679104499,7.00898878322726,6.16390121381454,6.24792751344359,6.67948009950545,7.16390121381454,6.57742882803575,7.20945336562895,7.01346225980656,6.54070926267143,5.96116025813664,6.74146698640115,6.58195375084882,6.32553033156756,6.73063995591679,6.95652136333312,7.21237478756727,6.4643415327611,5.92837032301897,6.48381577726426,6.46923479366766,6.37503943134692,6.4110872267986,6.87897051015108,6.46923479366766,7.38973887867698,6.80864246791806,6.4093909361377,6.79181407116183,6.27426166125705,5.99548451887751,6.80992886572143
"P30044",6.55765515472542,6.56529252058102,6.60436789989375,6.77610398807316,6.64961545906341,6.72519581722666,6.68650052718322,6.69348695749933,6.1333991254172,6.36282052553426,6.92005505480697,6.73470962022584,6.55612281784117,6.63081315229913,6.84046323386954,6.69348695749933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49915",6.25927248703759,6.90327934205614,6.74281466986289,6.82145511910246,6.56833618213375,6.81121411751324,6.39231742277876,6.65963918701565,6.4262647547021,6.8703647195834,6.56071495447448,6.58195375084882,6.72383156649532,6.656782364219,6.66391384211598,6.49185309632967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q01082",6.467605550083,6.52042224852645,6.7279204545632,6.68229237143083,6.6667565918848,6.63226821549951,6.52042224852645,6.992088609014,6.76950729143624,6.77741971551583,6.53294028837287,6.52669484554198,6.86542397831313,6.5453506448223,6.61618123133188,6.3110671022556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62241",6.65391987311942,6.66817586897014,6.76553474636298,6.78790255939143,6.56833618213375,6.68229237143083,6.43295940727611,6.6906964439777,6.37677657188298,6.74550626586916,6.82273014794452,6.71699089440494,6.53605290024021,6.62935662007961,6.50462039240355,6.63952159951083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P41250",6.57440430902258,6.64529816394863,6.61028665708102,6.60733031374961,6.79051141189419,6.56985560833095,6.75355105460065,6.71287086768991,6.13134253912326,6.19377174339668,6.91288933622996,6.70735913208088,6.50143914515887,6.53449743373817,6.96116025813664,6.84297883178833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P01772",6.59245703726808,6.39574832817903,6.14771372235215,6.50620838930675,6.06824086131282,7.57364718749332,6.93545974780529,6.43796008833447,7.56833618213375,6.6724253419715,6.8703647195834,6.20163386116965,6.10013667128545,6.13750352374993,6.43462822763672,6.37330019660839,6.75622271284729,6.18982455888002,6.50462039240355,6.91169158187234,6.59395128394841,6.89965902637744,6.86789646399265,6.4594316186373,6.4708621994137,6.34163000932991,6.44294349584873,6.84799690655495,6.5298209465287,6.88996019965864,6.84297883178833,6.47735352663456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P49327",6.43295940727611,6.71287086768991,6.79441586635011,6.77082904603249,6.53760669149529,6.4708621994137,6.70597790168252,6.80992886572143,6.22303633790187,6.46270675067016,6.87159726561385,6.62497817956904,6.5713734359732,6.78790255939143,6.75087443965685,6.62205181945638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P55786",6.64529816394863,6.58044701959866,6.52669484554198,6.65963918701565,6.57440430902258,6.52199295640167,6.85673675611911,6.876516946565,6.12515513132229,6.39746072605472,7.01010845347429,6.7839804136838,6.33985000288462,6.75488750216347,6.74953426766926,6.65248649491816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q9Y5L0",6.43796008833447,6.82781902461732,6.62935662007961,6.55918586578773,6.89481776330794,6.3819754785573,6.67666233485797,6.79960542245267,6.29829173062012,6.49024921062709,6.68229237143083,6.52199295640167,6.8814199080924,6.62497817956904,6.72246602447109,6.71287086768991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q99933",6.50143914515887,6.77346892790519,6.86170728658586,6.59693514238723,6.48864353985378,6.59693514238723,6.55151601762801,6.86170728658586,6.5909612413426,6.43629511983936,6.78135971352466,6.70597790168252,6.64817779572482,6.65821148275179,6.48864353985378,6.66817586897014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0J9YXX1",6.8008998999203,6.68790052248075,6.82145511910246,7.08852325661663,6.89117612475454,6.25550073314839,5.83289001416474,6.55612281784117,6.40087943628218,7.20163386116965,5.68088692071969,6.74011804283313,5.91886323727459,6.72109918870718,6.60288440871842,7.09803208296053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P09543",6.67525138605026,6.62935662007961,6.4870360800319,6.89965902637744,6.79960542245267,6.67101024127845,6.68369645430652,6.38370429247405,6.26491169307446,6.36632221424582,6.64961545906341,6.68369645430652,6.49505552836802,6.91288933622996,6.88630626345243,6.61911951145322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0C4DH29",6.53138146051631,5.79701297783614,7.08640164588003,6.74416109557041,6.71699089440494,6.52825874275841,7.02569327368077,6.50937914891469,6.43629511983936,7.00112666545428,7.20261362014849,6.60436789989375,6.28169825009883,6.23457795978457,6.8801957289431,5.90207357931074,6.03782146543497,4.69488019279919,6.09381367340273,6.08533966935737,5.81249822533356,5.67807190511264,6.19179950106508,6.18388345903223,5.99774402605963,8.86820522697744,8.09803208296053,6.14771372235215,5.84297883178833,5.59395128394841,6.3037807481771,5.86542397831313,7.17392693199981,6.84172158112846,6.27798474729977,6.43796008833447,5.77346892790519,7.10328780841202,6.76686014382955,6.34872815423108,7.17392693199981,6.37503943134692
"P11717",6.60880924267552,6.45285896471381,6.75488750216347,6.86913111964429,6.50143914515887,6.83162393682075,6.30924896081662,6.86046625851717,6.73606362787181,6.79441586635011,6.51569983828404,6.58496250072116,6.64241277290506,6.64529816394863,6.4594316186373,6.59693514238723,6.79701297783614,6.47248777146274,6.5438051759644,6.81249822533356,6.72109918870718,6.74011804283313,6.65391987311942,6.46270675067016,6.47248777146274,6.53138146051631,6.85299758761332,6.83668159332712,6.76155123244448,6.51096191927738,6.62935662007961,6.37677657188298,7.18388345903223,6.93545974780529,7.36194377373524,7.23840473932508,7.33449676839042,7.05853297020161,7.24887634283713,7.61028665708102,7.60733031374961,7.4870360800319
"P24298",6.07895134139482,6.47897180503294,6.70597790168252,6.75622271284729,6.84172158112846,6.81249822533356,6.80219321694183,6.67666233485797,6.53294028837287,6.71699089440494,6.85424505422013,6.63517394667492,6.48381577726426,6.76686014382955,6.15380533607904,6.74416109557041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P12270",6.63517394667492,6.68088692071969,6.60139939053183,6.93545974780529,6.5894638929561,6.69488019279919,6.77873424411784,6.30560578958543,6.52512925120397,6.7292808460274,6.92243574023315,6.65535182861255,6.4262647547021,6.82400405093315,6.41616416473313,6.40258575823259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3819754785573,5.55151601762801,5.5668151540109,5.37155886261196,5.46270675067016,5.35755200461808,5.57288966842058,5.19770815795585,5.1333991254172,5.48864353985378
"P00488",5.69766263347052,6.73741636593706,6.74685018309805,6.82145511910246,6.46597446450407,6.36981542428391,6.95884267524324,7.08746284125034,6.17392693199981,6.36457243229586,6.7292808460274,6.85299758761332,6.24792751344359,6.25171909260596,7.35755200461808,6.59991284218713,6.27239650903748,6.82017896241519,6.71699089440494,6.92005505480697,6.59245703726808,6.75087443965685,6.21334728173344,6.37155886261196,6.36457243229586,6.37677657188298,6.64241277290506,6.90086680798075,6.78135971352466,7.26584942144085,6.39059890555246,6.48220292629596,7.18189764310839,7.23935985027747,6.51569983828404,6.79571500650173,6.7279204545632,7.20163386116965,6.86666075081999,6.50143914515887,6.99435343685886,6.65963918701565
"P15311",6.51727569320958,7.05419729438881,6.49505552836802,7.03011533090807,6.29829173062012,6.67807190511264,6.43796008833447,6.60584986719498,6.83162393682075,6.90086680798075,6.4262647547021,6.4178525148859,6.68509917200661,6.63662462054365,6.36632221424582,6.63517394667492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q92616",6.63807383718072,6.64961545906341,6.79311555527435,6.81762325751143,6.73335434061383,6.44790974874208,6.60880924267552,6.58796498888268,6.81634370528486,6.68929916053589,6.84674402324487,6.5894638929561,6.54225804976692,6.72519581722666,6.35579154675365,6.33449676839042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A075B6J9",5.5077946401987,5.81762325751143,6.44294349584873,7.02014657311178,6.36457243229586,6.50303064564116,7.96520709119934,6.1168637576909,6.67666233485797,7.02569327368077,7.81762325751143,6.3037807481771,5.5077946401987,6.50462039240355,5.77873424411784,5.91647664443772,6.18189764310839,5.40599235967584,6.5894638929561,6.96693797927846,7.09275714091985,8.15431181143649,5.92362461136832,5.46270675067016,6.17791779219584,6.09169983413681,6.56985560833095,7.08427691053149,7.08001802908917,7.00112666545428,5.98185265328974,5.3037807481771,6.57893871309339,6.88630626345243,7.39059890555246,7.12308675098106,6.64529816394863,6.5713734359732,6.99322146736894,5.92837032301897,7.88752527074159,6.7045953476324
"Q13200",6.53449743373817,6.67807190511264,6.37503943134692,6.95652136333312,6.71699089440494,6.91049283228871,6.65535182861255,6.36806987653208,6.65963918701565,6.55458885167764,6.55612281784117,6.47248777146274,6.22496636500027,7.10643207781693,6.70873904135958,6.54843662469604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P08174",6.52199295640167,6.61176256006487,6.71973105674985,6.91647664443772,6.81249822533356,6.74281466986289,5.91408609701272,6.85299758761332,6.40087943628218,6.60139939053183,6.50462039240355,6.79181407116183,6.57440430902258,6.69627208392586,6.50937914891469,6.85049941375812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P05156",6.84172158112846,6.79051141189419,6.55765515472542,6.33985000288462,6.89602960297675,6.5453506448223,6.75888943272096,6.49345520092618,6.32732808262995,6.42961596420174,6.68229237143083,6.63517394667492,6.69905184401685,6.59842476052772,6.762880292917,6.78920757534734,6.71973105674985,6.90809234081827,6.67101024127845,6.46107011403305,6.73606362787181,6.59395128394841,6.82527683005487,6.40599235967584,6.76950729143624,6.74953426766926,6.62643913669732,6.45285896471381,6.63807383718072,6.43796008833447,6.77082904603249,6.40087943628218,6.61911951145322,6.47735352663456,6.61911951145322,6.86789646399265,7.05419729438881,6.52669484554198,6.52825874275841,6.62205181945638,6.51096191927738,6.85174904141606
"P78527",6.52512925120397,6.73741636593706,6.69766263347052,6.73876783680019,6.59245703726808,6.74819284958946,6.59544398458948,6.66391384211598,6.47248777146274,6.63807383718072,6.59245703726808,6.63662462054365,6.66106547980695,6.74146698640115,6.56071495447448,6.6667565918848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P07814",6.45285896471381,6.69209237542757,6.68229237143083,6.91408609701272,6.49825086752783,6.76553474636298,6.39746072605472,6.82908844400489,6.20163386116965,6.56529252058102,6.61028665708102,6.66817586897014,6.72246602447109,6.85798099512757,6.58796498888268,6.68650052718322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P81605",6.68369645430652,6.54997714277182,6.96231765494231,7.03011533090807,6.58345891013077,6.85174904141606,5.61176256006487,6.6409679104499,6.54689445988764,6.8592241619782,6.51569983828404,6.70597790168252,6.56985560833095,6.95419631038687,6.26491169307446,6.43796008833447,7.04875931191986,6.8923910259134,7.2364926183813,7.04439411935845,6.07253459972295,6.29462074889163,6.92243574023315,6.8703647195834,6.47897180503294,6.22303633790187,6.71424551766612,6.55918586578773,5.762880292917,5.94251450533924,7.07360604057494,6.09169983413681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P23246",6.54225804976692,6.71011763204345,6.63372181264101,6.68509917200661,6.76022094646651,6.78528898070402,6.73063995591679,6.44790974874208,6.89602960297675,6.66391384211598,6.57591736111815,6.65248649491816,6.36106648879432,6.78920757534734,6.467605550083,6.49185309632967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P62701",6.50143914515887,6.68509917200661,6.82145511910246,6.93191939010004,6.44294349584873,6.66249036391378,6.49984588708321,6.71149490665009,6.42794133250948,6.82527683005487,6.656782364219,6.55918586578773,6.61176256006487,6.72383156649532,6.5438051759644,6.5894638929561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
